898.961914	66.768631
898.250977	87.853462
897.539063	101.890831
896.827148	105.384476
896.115234	87.803864
895.403320	87.787346
894.691406	87.770828
893.979492	112.325531
893.266602	91.247330
892.554688	98.247879
891.841797	122.786758
891.128906	80.673271
890.416016	94.685608
889.703125	105.186455
888.990234	108.672249
888.276367	108.651833
887.563477	108.631424
886.849609	115.618187
886.135742	108.590630
885.421875	105.067970
884.708008	129.559509
883.994141	122.533287
883.280273	108.509109
882.565430	108.488754
881.851563	118.965340
881.136719	129.437988
880.421875	136.409042
879.707031	136.383469
878.992188	129.365173
878.276367	129.340927
877.561523	139.801819
876.845703	143.270004
876.130859	153.724350
875.415039	164.174789
874.699219	167.636459
873.983398	157.129730
873.266602	171.064774
872.550781	157.070877
871.833984	164.021088
871.118164	163.990372
870.401367	143.028656
869.684570	184.856094
868.967773	209.231873
868.250000	191.759995
867.533203	219.611252
866.815430	174.262039
866.098633	188.167786
865.380859	177.680786
864.663086	198.547256
863.945313	212.440674
863.227539	243.738785
862.508789	226.286560
861.791016	261.051056
861.072266	250.562180
860.354492	243.556595
859.635742	243.511078
858.916992	250.421738
858.197266	260.807251
857.478516	257.281738
856.759766	264.185944
856.040039	291.940460
855.320313	243.238281
854.600586	291.831421
853.880859	326.512299
853.161133	329.924225
852.441406	312.501465
851.721680	336.744263
851.000977	364.448944
850.280273	360.910645
849.560547	336.555786
848.839844	381.589996
848.118164	384.987152
847.397461	433.463226
846.676758	461.118866
845.955078	457.566437
845.234375	492.138794
844.512695	474.721436
843.791016	533.528992
843.069336	550.748657
842.347656	561.035522
841.625000	571.318604
840.903320	626.602356
840.180664	609.179382
839.458984	667.896118
838.736328	681.611511
838.013672	722.996277
837.290039	726.320251
836.567383	760.765198
835.844727	777.910400
835.121094	826.159851
834.397461	860.566956
833.673828	856.951233
832.950195	846.427307
832.226563	932.623779
831.502930	918.636108
830.779297	897.747864
830.054688	904.485229
829.330078	938.832825
828.606445	938.658142
827.881836	928.132568
827.157227	938.308838
826.431641	976.073547
825.707031	944.856567
824.981445	927.442078
824.256836	937.610901
823.531250	916.757751
822.805664	854.562561
822.080078	861.294006
821.354492	850.800232
820.627930	798.983643
819.902344	774.732300
819.175781	726.391724
818.450195	743.466553
817.723633	664.177673
816.997070	684.698364
816.269531	657.050659
815.542969	636.292053
814.816406	615.541199
814.088867	553.540283
813.361328	560.312439
812.634766	563.645203
811.907227	532.614502
811.178711	508.466492
810.451172	477.457520
809.723633	463.631592
808.995117	453.244476
808.266602	425.696045
807.539063	415.319794
806.810547	401.515656
806.081055	380.854370
805.352539	367.061737
804.624023	363.563721
803.894531	356.637817
803.166016	363.428741
802.436523	353.077484
801.707031	329.020844
800.977539	308.399780
800.248047	298.064453
799.517578	308.285309
798.788086	284.254822
798.057617	277.353821
797.327148	270.455383
796.596680	287.519440
795.866211	280.621674
795.135742	260.040131
794.405273	229.203369
793.673828	242.842087
792.943359	229.118332
792.211914	235.913910
791.480469	242.706970
790.749023	205.066437
790.017578	211.862686
789.286133	211.823380
788.553711	204.952347
787.822266	177.592438
787.089844	194.632523
786.357422	215.080261
785.625000	191.147003
784.892578	211.587799
784.160156	214.960648
783.426758	197.863586
782.694336	180.772858
781.960938	187.559692
781.227539	190.934464
780.494141	180.672333
779.760742	170.414001
779.027344	173.790054
778.292969	187.385910
777.559570	166.912857
776.825195	187.316437
776.090820	149.825378
775.356445	163.415573
774.622070	159.981430
773.887695	180.371155
773.153320	149.714340
772.417969	156.490524
771.683594	180.270889
770.948242	156.432526
770.212891	149.603378
769.477539	159.774002
768.742188	142.750305
768.005859	146.122040
767.270508	142.697418
766.534180	149.464828
765.797852	139.248230
765.062500	139.222443
764.325195	118.826401
763.588867	132.382034
762.852539	128.963715
762.116211	125.546669
761.378906	152.663605
760.641602	142.459641
759.904297	152.607040
759.166992	128.844299
758.429688	135.600449
757.692383	135.575333
756.954102	121.995193
756.216797	111.808212
755.478516	118.562500
754.740234	135.474899
754.001953	152.381027
753.263672	115.111000
752.525391	108.319695
751.786133	115.068359
751.047852	118.430779
750.308594	118.408844
749.569336	115.004425
748.830078	101.455696
748.090820	118.343056
747.351563	111.559921
746.612305	114.919235
745.872070	131.794708
745.131836	104.740494
744.391602	114.855385
743.652344	124.966537
742.911133	121.566536
742.170898	121.544022
741.430664	91.141129
740.689453	107.999107
739.949219	104.604759
739.208008	111.332825
738.466797	104.566010
737.725586	124.781471
736.984375	111.270966
736.242188	107.879135
735.500977	111.229752
734.758789	104.469193
734.016602	134.773987
733.274414	111.167946
732.532227	90.938744
731.790039	124.596672
731.047852	127.940445
730.304688	117.818054
729.562500	117.796234
728.819336	117.774406
728.076172	111.023872
727.333008	111.003304
726.589844	117.708969
725.845703	107.599686
725.102539	137.836563
724.358398	124.366043
723.614258	97.458031
722.870117	107.519974
722.125977	120.937561
721.381836	114.197639
720.637695	137.683411
719.892578	127.585365
719.148438	127.561729
718.403320	124.181824
717.658203	144.292679
716.913086	140.910919
716.167969	137.530411
715.422852	144.212479
714.676758	134.126282
713.931641	140.806503
713.185547	140.780411
712.439453	140.754318
711.693359	150.780243
710.947266	144.052200
710.200195	160.772659
709.454102	147.347626
708.707031	143.972122
707.960938	147.293015
707.213867	123.837074
706.466797	153.931061
705.719727	163.939651
704.971680	150.528915
704.224609	153.845474
703.476563	147.129272
702.729492	130.385849
701.981445	127.019073
701.233398	147.047455
700.485352	136.996078
699.736328	133.629944
698.988281	126.924904
698.239258	133.580383
697.490234	103.505600
696.742188	116.839493
695.993164	126.830788
695.243164	116.796165
694.494141	126.783752
693.745117	110.081261
692.995117	106.725662
692.245117	103.371315
691.496094	90.016380
690.746094	103.332970
689.995117	96.648392
689.245117	89.966293
688.495117	83.286674
687.744141	93.263771
686.993164	79.925545
686.243164	59.933037
685.492188	96.540863
684.740234	83.209442
683.989258	86.521759
683.238281	76.524277
682.486328	83.163132
681.734375	79.821793
680.983398	89.782845
680.231445	83.116837
679.478516	66.481133
678.726563	76.439110
677.974609	66.456451
677.221680	59.799706
676.468750	66.431778
675.716797	79.703339
674.963867	66.407120
674.209961	82.993484
673.457031	66.382462
672.704102	79.644165
671.950195	63.039921
671.196289	66.345490
670.443359	59.699852
669.689453	89.533150
668.934570	62.993107
668.180664	66.296219
667.426758	66.283905
666.671875	56.330853
665.916992	56.320389
665.162109	56.309925
664.407227	52.987728
663.652344	66.222359
662.897461	62.899548
662.142578	59.577972
661.386719	56.257629
660.630859	59.555832
659.875000	66.160851
659.119141	56.226273
658.363281	52.909008
657.607422	59.511570
656.850586	62.806091
656.094727	49.574539
655.337891	59.478386
654.581055	66.074806
653.824219	62.759399
653.067383	46.235168
652.310547	56.132263
651.552734	52.820541
650.795898	56.111389
650.038086	66.001122
649.280273	59.389961
648.522461	49.482430
647.764648	56.069653
647.006836	56.059223
646.248047	52.751804
645.489258	65.927490
644.731445	62.619457
643.972656	65.902954
643.213867	56.007088
642.455078	49.408821
641.695313	65.866165
640.936523	49.390430
640.176758	62.549568
639.416992	62.537922
638.657227	52.653709
637.897461	59.224396
637.137695	59.213367
636.377930	59.202343
635.617188	52.614506
634.857422	52.604706
634.096680	62.456455
633.335938	49.298542
632.575195	62.433189
631.814453	65.706902
631.052734	52.555733
630.291992	49.261818
629.530273	52.536148
628.768555	65.657951
628.006836	59.081142
627.245117	62.351807
626.483398	49.215935
625.721680	59.048115
624.958984	52.477428
624.197266	62.305332
623.434570	49.179249
622.671875	49.170078
621.909180	45.883518
621.145508	62.258877
620.382813	55.694923
619.619141	55.684536
618.856445	49.124249
618.092773	52.389423
617.329102	55.653381
616.565430	49.096764
615.801758	55.632618
615.037109	55.622234
614.273438	49.069286
613.508789	65.413506
612.744141	65.401299
611.979492	58.850182
611.214844	49.032661
610.450195	45.755276
609.684570	65.352478
608.919922	52.272221
608.154297	62.061672
607.388672	75.113258
606.623047	65.303680
605.857422	55.497761
605.090820	48.959465
604.325195	65.267090
603.558594	61.992157
602.792969	55.456303
602.026367	65.230522
601.259766	52.174664
600.492188	61.945835
599.725586	65.193954
598.958984	55.404507
598.191406	45.618710
597.423828	55.383793
596.656250	58.630703
595.888672	61.876392
595.121094	58.608780
594.352539	55.342384
593.584961	55.332035
592.816406	65.084335
592.047852	55.311337
591.279297	52.047993
590.510742	48.785862
589.742188	55.280300
588.973633	61.772305
588.204102	65.011314
587.434570	61.749187
586.666016	64.986977
585.896484	64.974815
585.125977	55.218254
584.356445	64.950493
583.586914	61.691414
582.816406	64.926170
582.045898	64.914009
581.275391	61.656761
580.504883	58.400730
579.734375	58.389790
578.963867	64.865395
578.192383	58.367916
577.421875	55.114925
576.650391	55.104599
575.878906	51.853432
575.107422	55.083946
574.335938	64.792496
573.564453	64.780350
572.791992	55.052975
572.019531	64.756065
571.248047	61.506725
570.475586	61.495193
569.702148	58.247677
568.929688	64.707504
568.157227	64.695366
567.383789	64.683228
566.611328	64.671097
565.837891	61.426014
565.064453	51.717464
564.291016	51.707756
563.516602	42.004669
562.743164	61.379913
561.968750	64.598312
561.195313	51.668945
560.420898	51.659245
559.646484	58.105740
558.871094	61.322315
558.096680	54.857033
557.322266	61.299286
556.546875	64.513443
555.771484	61.276257
554.996094	64.489204
554.220703	80.596359
553.445313	61.241726
552.669922	58.007572
551.893555	51.552597
551.117188	64.428635
550.341797	57.974869
549.565430	61.184189
548.788086	57.953072
548.011719	51.504154
547.235352	64.368088
546.458008	57.920380
545.680664	57.909485
544.904297	73.981537
544.126953	57.887699
543.348633	64.307564
542.571289	64.295464
541.793945	54.640862
541.015625	64.271263
540.237305	44.981419
539.458984	61.034718
538.680664	61.023228
537.902344	77.067459
537.124023	64.210793
536.344727	64.198700
535.565430	64.186607
534.787109	54.548340
534.007813	64.162430
533.227539	54.527786
532.448242	60.931339
531.668945	64.126167
530.888672	64.114082
530.108398	41.666298
529.329102	64.089912
528.548828	73.689507
527.767578	48.049316
526.987305	64.053673
526.207031	51.233276
525.425781	48.022137
524.644531	48.013081
523.863281	64.005363
523.082031	63.993290
522.300781	63.981216
521.518555	63.969147
520.737305	47.967808
519.955078	63.945004
519.172852	63.932934
518.390625	60.724823
517.608398	63.908802
516.826172	63.896736
516.043945	76.661606
515.260742	57.485344
514.477539	57.474487
513.694336	73.425751
512.911133	60.644600
512.127930	63.824360
511.344727	63.812302
510.560547	76.560295
509.777344	63.788185
508.993164	60.587326
508.208984	57.387669
507.424805	60.564423
